trajectory_name,index,x,y,z,source_file
GT,54,35.842210808,-12.574817385,-47.221402345,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,55,36.306252834,-12.854919326,-48.163526939,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,56,36.762174488,-13.147821847,-49.118526248,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,57,37.211270218,-13.452300823,-50.064826281,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,58,37.658692185,-13.770499104,-51.014800735,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,59,38.093518814,-14.102670151,-51.95357179,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,60,38.517510448,-14.451572309,-52.892005478,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,61,38.929424773,-14.811987377,-53.8347885,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,62,39.324006475,-15.191937552,-54.781429388,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,63,39.693110988,-15.580902465,-55.725614908,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,64,40.039507134,-15.994565229,-56.680971759,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,65,40.357437829,-16.420306905,-57.640859321,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,66,40.647956265,-16.866075176,-58.61076803,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,67,40.898431512,-17.328728364,-59.571973643,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,68,41.121278512,-17.816794456,-60.548677981,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,69,41.310270617,-18.327031855,-61.522208054,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,70,41.456380103,-18.849762662,-62.490908128,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,71,41.563864219,-19.385827758,-63.458599395,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,72,41.629057108,-19.947200593,-64.412021145,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,73,41.657149326,-20.531028109,-65.367058388,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,74,41.635308834,-21.147509753,-66.323554468,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,75,41.58413687,-21.770353057,-67.266258798,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,76,41.486474011,-22.428658318,-68.20409118,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,77,41.337251774,-23.103539137,-69.137868759,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,78,41.146121719,-23.797102165,-70.043773832,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,79,40.91124087,-24.493142264,-70.915514506,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,80,40.617643114,-25.221413828,-71.79244651,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,81,40.276785872,-25.962207618,-72.626334752,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,82,39.869239065,-26.72723369,-73.452747087,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,83,39.396886402,-27.526700721,-74.273409386,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,84,38.877690205,-28.3495785,-75.06251812,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,85,38.29958597,-29.191533468,-75.825029557,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,86,37.672968424,-30.05250576,-76.557305179,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,87,37.000811008,-30.928567473,-77.262305598,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,88,36.281471678,-31.810372283,-77.942679107,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,89,35.520908971,-32.693557808,-78.598704664,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,90,34.718452392,-33.55921271,-79.227927765,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,91,33.865332873,-34.409626478,-79.827634526,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,92,32.982902188,-35.250220715,-80.416515589,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,93,32.07505524,-36.075479359,-80.98816299,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,94,31.129142004,-36.891856368,-81.53949916,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,95,30.163285428,-37.691946349,-82.058428445,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,96,29.166070648,-38.48602766,-82.577730756,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,97,28.148540589,-39.263080411,-83.079903314,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,98,27.1023737,-39.994167351,-83.554373645,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,99,26.037575925,-40.695911479,-84.036805773,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,100,24.955659484,-41.359269244,-84.521601827,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,101,23.867620638,-42.003176378,-84.970912378,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,102,22.777007893,-42.631069666,-85.430513349,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,103,21.694410164,-43.224632418,-85.914241701,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,104,20.60670676,-43.841734946,-86.344721179,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,105,19.538419097,-44.42110553,-86.757339598,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,106,18.482709683,-45.013466372,-87.176726469,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,107,17.411279554,-45.611922921,-87.578356397,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,108,16.403153581,-46.233075041,-87.996017477,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,109,15.343361956,-46.844759473,-88.374338187,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,110,14.282240205,-47.425745365,-88.750793861,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,111,13.20951778,-48.08470894,-89.190520675,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,112,12.120373136,-48.682513914,-89.551984885,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,113,11.065525066,-49.267116656,-89.887126357,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,114,10.002465893,-49.867624781,-90.284816124,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,115,9.008637352,-50.448493935,-90.7294434,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,116,7.798863293,-51.068742452,-91.258253985,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,117,6.991307423,-51.558024229,-91.383571525,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,118,5.921028268,-52.116983725,-91.878606444,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,119,5.006120511,-52.720139364,-92.245172035,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,120,3.869038336,-53.26327195,-92.692564617,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,121,2.942451155,-53.86724986,-93.043944275,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,122,1.784096386,-54.380635678,-93.485755419,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,123,0.721624934,-55.026134975,-93.927423491,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,124,-0.307807498,-55.632961377,-94.352043992,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,125,-1.187172824,-56.325447908,-94.87780622,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,126,-2.10576816,-56.718634571,-95.154927256,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,127,-3.195319243,-57.362834703,-95.627141715,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,128,-4.187286852,-58.018559989,-96.043174388,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,129,-5.165933332,-58.623836666,-96.42268859,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,130,-6.015162081,-59.176698212,-96.913788771,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,131,-7.138942038,-59.883401202,-97.347984214,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,132,-8.201177329,-60.490323698,-97.878424905,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,133,-8.923811227,-61.094157968,-98.123634189,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,134,-9.921160716,-61.591184865,-98.52063909,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,135,-10.911042884,-62.296358292,-99.037509854,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,136,-12.054688905,-62.900465736,-99.542231435,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,137,-12.881071108,-63.51572074,-99.856293445,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,138,-13.871694291,-64.109613533,-100.322558248,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,139,-14.76059358,-64.726133499,-100.799250951,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,140,-15.673816277,-65.335729861,-101.271060798,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,141,-16.850814032,-66.015940036,-101.803616972,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,142,-17.58731567,-66.566743648,-102.262577687,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,143,-18.637105927,-67.249095154,-102.805047578,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,144,-19.527474991,-67.80115988,-103.269090886,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,145,-20.383987624,-68.510543544,-103.795293076,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,146,-21.110560124,-68.905847348,-104.328214395,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,147,-22.11080278,-69.671068105,-104.922198042,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,148,-23.032640535,-70.330024918,-105.497683781,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,149,-23.895881756,-70.986162172,-106.079809152,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,150,-24.804494276,-71.653705216,-106.638456437,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,151,-25.632001954,-72.314045411,-107.212713679,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,152,-26.472632701,-72.991652194,-107.822221118,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,153,-27.313612574,-73.62818906,-108.474149064,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,154,-28.117579594,-74.275501611,-109.126591498,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,155,-28.937443603,-74.968698215,-109.783503728,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,156,-29.794200815,-75.672333933,-110.427751456,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,157,-30.72342744,-76.422821882,-111.037222987,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,158,-31.357787098,-77.009396531,-111.781391624,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,159,-32.217609287,-77.731603593,-112.464937624,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,160,-33.001219781,-78.419064502,-113.228767348,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,161,-33.795237393,-79.121621216,-113.935149502,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,162,-34.553685103,-79.777400632,-114.686044335,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,163,-35.333920215,-80.492846994,-115.435909881,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,164,-36.029751126,-81.180689715,-116.251005975,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,165,-36.782629993,-81.870983868,-117.019505175,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
GT,166,-37.430875001,-82.558305271,-117.857586305,external_baselines/results/odom360a_lightweight_trajectory_fusion/test/local_window_pose_fusion/ridge_to_lake/gt_tum.txt
