trajectory_name,index,x,y,z,source_file
ODOM360B,16,0.64600192,-1.683732993,-7.292346104,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,17,0.689685838,-1.611174062,-7.707973981,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,18,0.724683595,-1.858035642,-8.051897437,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,19,0.606005664,-1.794527298,-8.440122277,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,20,0.628732574,-2.03602547,-8.762691612,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,21,0.675781082,-1.966854794,-9.150917561,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,22,0.532097055,-2.143088075,-9.480981031,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,23,0.660966201,-2.12115446,-9.861702708,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,24,0.499445835,-2.252431236,-10.214818133,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,25,0.638891583,-2.208831951,-10.600367997,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,26,0.541195921,-2.393730752,-10.955865024,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,27,0.547549275,-2.277313891,-11.362632071,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,28,0.633518882,-2.489651783,-11.717335011,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,29,0.618886745,-2.38056774,-12.132191205,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,30,0.693430168,-2.608059046,-12.485561359,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,31,0.563180526,-2.619192018,-12.878743215,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,32,0.7426139,-2.751999009,-13.233884005,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,33,0.700491705,-2.659680851,-13.630213009,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,34,0.585852414,-2.821247285,-14.002064395,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,35,0.856588197,-2.887609562,-14.320707299,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,36,0.956239014,-2.801373522,-14.710446317,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,37,0.853259094,-3.008108567,-15.079791397,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,38,0.894738131,-2.961356625,-15.505303887,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,39,1.032148173,-2.959309789,-15.910502929,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,40,0.895823599,-3.16748981,-16.280860941,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,41,0.971566058,-3.111997534,-16.712195489,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,42,0.793083476,-3.286500505,-17.061324856,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,43,0.946279165,-3.387784293,-17.450046213,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,44,0.786994465,-3.381412167,-17.84793302,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,45,0.935999946,-3.587106167,-18.210165236,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,46,0.981177364,-3.510130117,-18.626169573,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,47,0.777670153,-3.602798072,-18.973609049,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,48,0.830919232,-3.83547511,-19.321778932,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,49,0.906696308,-3.774736348,-19.73139858,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,50,0.703281458,-3.872597788,-20.08780548,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,51,0.860565185,-3.900622813,-20.497381924,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,52,0.846634308,-4.135951604,-20.880397906,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,53,0.700058134,-4.090432958,-21.30805856,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,54,0.793196458,-4.266216658,-21.716751632,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,55,0.6045104,-4.282830963,-22.128749854,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,56,0.755231395,-4.449923908,-22.54400316,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,57,0.593312051,-4.501826417,-22.977669913,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,58,0.753362598,-4.496514367,-23.404980844,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,59,0.637363057,-4.690844338,-23.787401178,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,60,0.801024234,-4.680718753,-24.200924948,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,61,0.643508224,-4.751360986,-24.604438134,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,62,0.793977074,-4.951657923,-24.974857809,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,63,0.676430132,-4.910221352,-25.395108133,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,64,0.839974736,-4.957455322,-25.794797521,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,65,0.65562411,-5.082096248,-26.162716552,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,66,0.812432538,-5.190616011,-26.55323308,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,67,0.684791329,-5.137045577,-26.946698958,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,68,0.7529933,-5.336779557,-27.304784457,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,69,0.672936573,-5.224255389,-27.687740715,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,70,0.679846975,-5.449215348,-28.030805138,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,71,0.560259135,-5.379246326,-28.414542082,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,72,0.75738662,-5.522898434,-28.785357068,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,73,0.585960103,-5.640637727,-29.165506922,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,74,0.687989333,-5.580089051,-29.574192491,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,75,0.471921033,-5.679023783,-29.92664785,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,76,0.656252267,-5.731353713,-30.301624898,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,77,0.516413145,-5.816806083,-30.689574972,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,78,0.727601541,-5.793017529,-31.067580537,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,79,0.631332208,-6.002550178,-31.451208597,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,80,0.801472564,-6.015789873,-31.871936125,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,81,0.652134796,-6.000353164,-32.33434927,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,82,0.740412275,-6.211684223,-32.780135825,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,83,0.896889246,-6.18273896,-33.270451855,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,84,0.689867255,-6.191342199,-33.738509755,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,85,0.777001247,-6.449423398,-34.192832662,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,86,0.961152019,-6.4771289,-34.693164776,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,87,0.831747425,-6.486948323,-35.207122537,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,88,1.063406208,-6.585846341,-35.665348733,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,89,0.978894873,-6.752087389,-36.161893421,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,90,1.161380881,-6.73512883,-36.621148639,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,91,1.44667573,-6.723456512,-37.024204273,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,92,1.524096076,-6.951466001,-37.475332546,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,93,1.445352686,-6.884216926,-37.995505857,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,94,1.669053439,-7.023983198,-38.471527243,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,95,1.699769264,-6.903981374,-39.021759724,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,96,1.556502551,-7.04805548,-39.582136366,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,97,1.722975588,-7.052744408,-40.168902769,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,98,1.514380409,-6.998657141,-40.765867397,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,99,1.464850603,-7.181590688,-41.382867355,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,100,1.610543764,-7.212123646,-42.032450266,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,101,1.532234503,-7.016982974,-42.692725964,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,102,1.283979826,-6.957267785,-43.358133138,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,103,1.214600006,-7.000714694,-44.079149483,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,104,1.217837826,-6.929256957,-44.807906872,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,105,0.946031859,-6.729884527,-45.469946753,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,106,0.695734581,-6.627538336,-46.149481093,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,107,0.686599282,-6.706747586,-46.847553049,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,108,0.775803629,-6.735479703,-47.538238905,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,109,0.721327952,-6.532809683,-48.212604091,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,110,0.517657251,-6.449181704,-48.892122704,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,111,0.292448791,-6.486048089,-49.577469632,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,112,0.178818614,-6.336500899,-50.270633675,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,113,0.20544841,-6.194545201,-50.966583181,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,114,0.174540382,-6.261289182,-51.667615659,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,115,-0.070295853,-6.241355285,-52.33113985,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,116,-0.2032452,-6.03346533,-52.997786194,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,117,-0.160852484,-5.985509848,-53.706128474,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,118,-0.195685152,-6.058834235,-54.420957245,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,119,-0.358639163,-5.908857188,-55.112359187,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,120,-0.597766631,-5.74358429,-55.783846425,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,121,-0.792148065,-5.785565964,-56.494926915,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,122,-0.868857321,-5.790297079,-57.228650599,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,123,-1.03430993,-5.581860712,-57.919677489,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,124,-1.311779941,-5.445484342,-58.589556538,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,125,-1.468985015,-5.505172539,-59.301481834,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,126,-1.5193342,-5.444564203,-60.029766873,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,127,-1.732996039,-5.266855128,-60.708859678,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,128,-2.040555804,-5.227186007,-61.375154257,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,129,-2.17219449,-5.275755756,-62.0910426,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,130,-2.202704913,-5.143742425,-62.807923401,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,131,-2.335224686,-5.013014807,-63.516514133,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,132,-2.632081461,-5.036107067,-64.195201998,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,133,-2.882093698,-4.969180023,-64.894103224,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,134,-2.982468205,-4.829261923,-65.623438096,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,135,-3.176375931,-4.803563835,-66.349273427,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,136,-3.59134982,-4.757832384,-66.982566756,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,137,-3.897157169,-4.610005955,-67.658611933,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,138,-4.004936813,-4.493496562,-68.395201099,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,139,-4.19731158,-4.488468317,-69.12397432,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,140,-4.559847361,-4.493909976,-69.790310177,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,141,-4.833989092,-4.385161411,-70.494513351,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,142,-5.101793037,-4.197830912,-71.187616192,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,143,-5.540285908,-4.056791338,-71.800486033,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,144,-5.894573225,-4.01624724,-72.474602626,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,145,-6.148731615,-3.946013688,-73.18589499,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,146,-6.471536246,-3.766427949,-73.846610751,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,147,-6.717809731,-3.663044825,-74.552232624,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,148,-6.907730525,-3.653354544,-75.282208189,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,149,-7.27012796,-3.570003022,-75.942918623,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,150,-7.738273525,-3.410830179,-76.521176174,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,151,-8.120940984,-3.283018704,-77.165487971,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,152,-8.29562066,-3.235519347,-77.900991041,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,153,-8.587393432,-3.176372361,-78.599041647,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,154,-9.07557223,-3.063546606,-79.173807944,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,155,-9.408698139,-2.961384886,-79.853778758,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,156,-9.749024707,-2.844721148,-80.537367236,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,157,-10.324517675,-2.712069053,-81.040781567,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,158,-10.927539465,-2.573131563,-81.514870244,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,159,-11.373226491,-2.440266273,-82.136317475,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,160,-11.749581849,-2.365325912,-82.808190467,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,161,-12.234273089,-2.336390533,-83.409172066,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,162,-12.710870906,-2.254547407,-84.012964852,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,163,-13.046616709,-2.179637693,-84.71233505,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,164,-13.395025544,-2.201986262,-85.411995529,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,165,-13.807069027,-2.253437628,-86.068609655,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,166,-14.224317367,-2.183376655,-86.715426339,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,167,-14.745544112,-2.103687651,-87.268083963,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,168,-15.333531512,-2.163874917,-87.737422492,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,169,-15.793688239,-2.227590832,-88.322673497,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,170,-16.248247387,-2.174293885,-88.902707566,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,171,-16.883555361,-2.116273901,-89.26496878,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
ODOM360B,172,-17.473307983,-2.237426446,-89.679351866,external_baselines/results/odom360b_local_pose_graph_kstep/test/pg_k3/ridge_to_lake/pred_tum.txt
